,1,10
0,0.0,3.9968028886505635e-15
1,0.0,0.059547468420767746
2,0.0,0.04836992929672679
3,1.0,1.313062814034538e-08
4,0.0,4.141890297404416e-08
5,0.0,0.10411336536167415
6,0.0,0.10030939662219396
7,0.0,2.2346326122857363e-08
8,0.0,0.03313893308164717
9,0.0,0.08913181930560743
10,0.0,1.3679141819267215e-08
11,0.0,0.11319205754250472
12,0.0,0.23546276943719402
13,0.0,0.246640319348022
14,0.0,-4.440892098500626e-16
15,0.0,0.3281491331271762
16,0.0,0.0219613863549748
17,0.0,1.0871298927739304e-07
18,0.0,4.440892098500626e-15
19,0.0,0.23546276836521507
20,0.0,7.993605777301127e-15
21,0.0,1.1189539250722191e-07
22,0.0,3.1086244689504383e-15
23,0.0,0.0777048147322108
24,0.0,0.0
25,0.0,0.11084372217030625
26,0.0,0.0
27,0.0,8.881784197001252e-16
28,0.0,0.22638409668822135
29,0.0,1.0703610886508841e-08
30,0.0,0.009078692612752182
31,0.0,0.0445659265026781
32,0.0,4.3496135138099135e-08
33,1.0,0.5785934525411887
34,0.0,0.044565891731764395
35,0.0,2.0539626666149502e-08
36,0.0,1.1306517189169085e-07
37,0.0,2.2462415483204268e-08
38,1.0,2.1316282072803006e-14
39,0.0,1.5534812103368267e-08
40,0.0,0.14633093501128025
41,0.0,0.10411336464656351
42,0.0,0.0
43,0.0,2.5003730197425966e-08
44,0.0,0.137252035991013
45,0.0,0.07770481528564499
46,0.0,0.04076192753379271
47,0.0,0.0
48,0.0,0.36363638374877816
49,0.0,1.172221431033904e-08
